model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 4 Series,2018,23764,Manual,17024,Petrol,145,46.3,2.0
 3 Series,2016,23504,Automatic,22186,Petrol,200,43.5,2.0
 1 Series,2017,24297,Automatic,26140,Diesel,145,61.4,2.0
 X4,2019,53287,Semi-Auto,10,Diesel,145,40.9,3.0
 X3,2019,45487,Automatic,10,Diesel,145,54.3,2.0
 X3,2019,49387,Semi-Auto,3934,Diesel,145,54.3,2.0
 3 Series,2019,51974,Semi-Auto,3007,Petrol,150,34.9,3.0
 3 Series,2017,19487,Manual,18452,Diesel,30,67.3,2.0
 2 Series,2017,18187,Semi-Auto,18847,Petrol,150,55.4,1.5
 X3,2020,55887,Semi-Auto,6235,Diesel,150,36.7,3.0
 1 Series,2020,37687,Semi-Auto,1129,Diesel,150,51.4,2.0
 5 Series,2019,35087,Semi-Auto,13929,Diesel,150,65.7,2.0
 X5,2019,67587,Semi-Auto,102,Diesel,150,37.7,3.0
 X5,2019,71494,Semi-Auto,102,Diesel,150,37.7,3.0
 2 Series,2020,31187,Semi-Auto,105,Diesel,145,47.1,2.0
 Z4,2020,38987,Semi-Auto,11,Petrol,145,38.7,2.0
 3 Series,2020,37687,Semi-Auto,14,Diesel,145,50.4,2.0
 5 Series,2020,36374,Semi-Auto,105,Hybrid,145,52.3,2.0
 5 Series,2020,37687,Semi-Auto,103,Petrol,145,50.4,2.0
 3 Series,2018,24050,Semi-Auto,30749,Diesel,145,60.1,2.0
 1 Series,2018,19141,Manual,24676,Diesel,145,62.8,2.0
 i3,2016,21427,Automatic,43695,Hybrid,0,470.8,0.0
 2 Series,2014,23397,Semi-Auto,17787,Petrol,260,37.2,3.0
 3 Series,2019,38997,Semi-Auto,8421,Diesel,150,52.3,2.0
 4 Series,2019,31837,Automatic,4469,Petrol,145,48.7,2.0
 2 Series,2019,25337,Manual,5512,Petrol,145,42.8,1.5
 2 Series,2019,24024,Manual,10250,Petrol,145,42.2,1.5
 4 Series,2018,28574,Semi-Auto,10030,Diesel,145,65.7,2.0
 2 Series,2020,27274,Semi-Auto,13,Petrol,145,50.4,1.5
 M4,2019,64974,Semi-Auto,934,Petrol,150,34.0,3.0
 1 Series,2016,24687,Semi-Auto,11538,Petrol,200,39.8,3.0
 3 Series,2019,32487,Manual,3271,Diesel,145,64.2,2.0
 X5,2019,64987,Semi-Auto,102,Diesel,150,37.7,3.0
 2 Series,2015,20774,Semi-Auto,38403,Diesel,125,58.9,2.0
 3 Series,2020,32487,Manual,101,Diesel,150,56.5,2.0
 5 Series,2020,44005,Semi-Auto,103,Hybrid,150,44.8,2.0
 3 Series,2015,20787,Semi-Auto,46486,Petrol,150,48.7,2.0
 X2,2020,45487,Semi-Auto,103,Petrol,150,34.0,2.0
 Z4,2020,45487,Semi-Auto,101,Petrol,150,37.2,2.0
 4 Series,2016,20787,Semi-Auto,39024,Diesel,30,65.7,2.0
 4 Series,2018,28405,Semi-Auto,29101,Diesel,145,65.7,2.0
 1 Series,2019,28587,Manual,1834,Diesel,145,56.5,2.0
 2 Series,2017,22685,Manual,22661,Diesel,150,62.8,1.5
 X3,2019,46787,Semi-Auto,21767,Petrol,150,34.5,3.0
 1 Series,2020,31187,Manual,3399,Diesel,150,53.3,2.0
 5 Series,2020,36387,Semi-Auto,105,Hybrid,145,49.6,2.0
 3 Series,2020,31187,Manual,105,Diesel,145,56.5,2.0
 4 Series,2020,31837,Semi-Auto,105,Diesel,145,65.7,2.0
 5 Series,2020,37687,Semi-Auto,103,Hybrid,145,62.8,2.0
 3 Series,2019,37375,Semi-Auto,3858,Diesel,145,52.3,2.0
 5 Series,2014,16894,Semi-Auto,38094,Diesel,30,62.8,2.0
 X1,2016,19487,Manual,31915,Diesel,20,68.9,2.0
 4 Series,2015,20514,Manual,33636,Diesel,145,55.4,2.0
 5 Series,2020,35087,Semi-Auto,104,Petrol,145,50.4,2.0
 5 Series,2019,34827,Semi-Auto,9535,Diesel,145,65.7,2.0
 4 Series,2015,22074,Semi-Auto,27142,Diesel,30,65.7,2.0
 1 Series,2016,16887,Manual,37179,Diesel,30,65.7,2.0
 X2,2020,33787,Semi-Auto,101,Petrol,145,40.4,2.0
 3 Series,2020,40937,Semi-Auto,105,Diesel,145,51.4,2.0
 M4,2020,62335,Semi-Auto,105,Petrol,145,32.5,3.0
 1 Series,2019,30914,Semi-Auto,5831,Petrol,145,40.4,1.5
 3 Series,2020,29887,Manual,101,Diesel,145,58.9,2.0
 Z4,2020,40287,Semi-Auto,105,Petrol,145,38.7,2.0
 X2,2020,34385,Semi-Auto,2095,Petrol,145,40.4,2.0
 4 Series,2019,31194,Semi-Auto,2129,Petrol,145,45.6,2.0
 M4,2019,55230,Semi-Auto,5486,Petrol,145,34.0,3.0
 6 Series,2016,34554,Semi-Auto,15668,Petrol,260,35.8,3.0
 X5,2019,66287,Semi-Auto,4729,Diesel,145,37.7,3.0
 4 Series,2018,29172,Semi-Auto,18501,Petrol,145,48.7,2.0
 3 Series,2019,31174,Semi-Auto,6251,Diesel,145,62.8,2.0
 4 Series,2019,30875,Semi-Auto,2791,Petrol,145,45.6,2.0
 2 Series,2020,31187,Semi-Auto,1743,Petrol,150,50.4,1.5
 X2,2020,31187,Semi-Auto,1576,Petrol,150,38.7,2.0
 3 Series,2019,35685,Manual,2039,Diesel,145,54.3,2.0
 3 Series,2019,37687,Manual,104,Diesel,145,54.3,2.0
 X1,2019,35737,Manual,105,Diesel,145,40.4,2.0
 Z4,2020,40287,Semi-Auto,101,Petrol,145,38.7,2.0
 X4,2020,59787,Semi-Auto,7724,Diesel,145,37.2,3.0
 3 Series,2020,49387,Semi-Auto,5875,Diesel,145,45.6,3.0
 X6,2020,72657,Semi-Auto,3340,Diesel,145,34.9,3.0
 4 Series,2019,32487,Semi-Auto,102,Diesel,145,65.7,2.0
 2 Series,2019,27235,Semi-Auto,11757,Petrol,145,47.9,2.0
 1 Series,2019,20787,Manual,10069,Diesel,145,72.4,1.5
 X2,2018,30485,Semi-Auto,11594,Diesel,145,58.9,2.0
 5 Series,2017,29887,Semi-Auto,15985,Diesel,150,65.7,2.0
 1 Series,2017,28574,Semi-Auto,16718,Petrol,150,39.8,3.0
 X3,2020,49387,Semi-Auto,6992,Diesel,150,54.3,2.0
 X6,2017,42887,Semi-Auto,19311,Diesel,150,47.1,3.0
 M2,2020,58494,Semi-Auto,101,Petrol,150,29.1,3.0
 3 Series,2019,32435,Automatic,1241,Diesel,145,62.8,2.0
 X5,2019,58338,Automatic,11918,Diesel,145,37.7,3.0
 3 Series,2019,37635,Semi-Auto,4416,Diesel,145,52.3,2.0
 3 Series,2019,32487,Manual,4697,Diesel,145,64.2,2.0
 X3,2018,38974,Semi-Auto,5458,Diesel,145,56.5,2.0
 M4,2019,63622,Semi-Auto,13,Petrol,145,32.5,3.0
 8 Series,2020,77987,Semi-Auto,5490,Petrol,145,31.7,3.0
 Z4,2020,44005,Semi-Auto,103,Petrol,145,37.2,2.0
 X2,2020,32305,Semi-Auto,101,Diesel,145,52.3,2.0
 5 Series,2020,35087,Semi-Auto,102,Petrol,145,52.3,2.0
 5 Series,2020,38987,Semi-Auto,103,Hybrid,145,60.1,2.0
 3 Series,2019,32032,Semi-Auto,5627,Petrol,145,47.9,2.0
 5 Series,2019,34255,Semi-Auto,8351,Diesel,145,65.7,2.0
 5 Series,2019,34255,Semi-Auto,6360,Diesel,145,65.7,2.0
 5 Series,2019,34255,Semi-Auto,12241,Diesel,145,65.7,2.0
 4 Series,2019,32468,Semi-Auto,7670,Diesel,145,65.7,2.0
 X2,2019,32357,Semi-Auto,3616,Diesel,145,61.4,2.0
 X3,2016,32435,Semi-Auto,30205,Diesel,200,47.1,3.0
 5 Series,2020,50687,Semi-Auto,105,Diesel,145,53.3,3.0
 X2,2019,31168,Semi-Auto,9872,Diesel,145,61.4,2.0
 X6,2018,49127,Semi-Auto,16334,Diesel,145,40.9,3.0
 2 Series,2020,29887,Semi-Auto,13,Petrol,145,47.9,2.0
 4 Series,2020,33774,Semi-Auto,101,Diesel,145,65.7,2.0
 X1,2019,37427,Semi-Auto,5628,Petrol,145,44.8,2.0
 3 Series,2019,31174,Semi-Auto,1989,Petrol,145,47.9,2.0
 5 Series,2019,34242,Semi-Auto,5441,Diesel,145,65.7,2.0
 3 Series,2019,36985,Semi-Auto,8114,Diesel,145,48.7,2.0
 5 Series,2019,34255,Semi-Auto,7460,Diesel,145,65.7,2.0
 X1,2019,37427,Semi-Auto,5559,Petrol,145,44.8,2.0
 5 Series,2017,25987,Semi-Auto,36779,Diesel,145,62.8,2.0
 3 Series,2017,31187,Semi-Auto,18224,Diesel,145,53.3,3.0
 X2,2019,32208,Semi-Auto,103,Petrol,145,39.2,2.0
 3 Series,2019,40885,Semi-Auto,2804,Diesel,145,52.3,2.0
 3 Series,2019,42887,Semi-Auto,4327,Diesel,145,49.6,2.0
 5 Series,2020,44187,Semi-Auto,3704,Hybrid,145,49.6,2.0
 3 Series,2020,55887,Semi-Auto,3698,Diesel,145,43.5,3.0
 4 Series,2018,28574,Semi-Auto,17503,Petrol,145,48.7,2.0
 X1,2019,35035,Semi-Auto,4269,Diesel,145,60.1,2.0
 2 Series,2019,30537,Semi-Auto,19,Diesel,145,49.6,2.0
 5 Series,2019,40885,Automatic,13,Petrol,145,48.7,2.0
 5 Series,2019,44135,Automatic,12,Diesel,145,53.3,3.0
 M4,2019,54528,Semi-Auto,102,Petrol,145,34.0,3.0
 X5,2020,68887,Semi-Auto,5899,Diesel,145,37.7,3.0
 X1,2016,23387,Semi-Auto,26656,Diesel,125,57.6,2.0
 X5,2013,23387,Automatic,53102,Diesel,300,38.2,3.0
 3 Series,2019,40885,Semi-Auto,3965,Petrol,145,40.9,2.0
 X3,2013,15886,Semi-Auto,73312,Diesel,160,50.4,2.0
 3 Series,2018,24697,Semi-Auto,35722,Diesel,150,62.8,2.0
 1 Series,2019,20147,Manual,9391,Petrol,145,38.7,1.5
 1 Series,2018,22097,Manual,11784,Diesel,145,49.6,2.0
 1 Series,2019,22747,Manual,11211,Diesel,150,70.6,1.5
 3 Series,2019,26191,Automatic,4393,Petrol,145,48.7,2.0
 5 Series,2015,16835,Semi-Auto,54386,Diesel,30,62.8,2.0
 3 Series,2015,20794,Automatic,33003,Diesel,145,56.5,3.0
 4 Series,2017,25090,Semi-Auto,22945,Petrol,145,48.7,2.0
 4 Series,2019,35074,Automatic,17,Diesel,145,55.4,3.0
 X6,2016,38974,Automatic,38494,Diesel,200,47.1,3.0
 X3,2019,40014,Automatic,4464,Diesel,145,54.3,2.0
 3 Series,2019,50674,Semi-Auto,4025,Diesel,150,43.5,3.0
 Z4,2015,23387,Manual,18089,Petrol,205,41.5,2.0
 2 Series,2019,31824,Semi-Auto,8950,Diesel,145,57.7,2.0
 4 Series,2018,32474,Semi-Auto,32785,Petrol,145,41.5,3.0
 X1,2019,36257,Semi-Auto,4884,Petrol,145,44.8,2.0
 X1,2019,36257,Semi-Auto,5490,Petrol,145,44.8,2.0
 X5,2019,74074,Semi-Auto,9192,Diesel,145,33.6,3.0
 1 Series,2014,18187,Semi-Auto,20402,Diesel,30,64.2,2.0
 X5,2017,42887,Automatic,31500,Diesel,145,47.1,3.0
 6 Series,2020,44837,Semi-Auto,6,Petrol,145,42.8,2.0
 3 Series,2019,35074,Semi-Auto,10405,Diesel,150,52.3,2.0
 8 Series,2020,74087,Semi-Auto,3242,Petrol,150,33.6,3.0
 X3,2019,53287,Semi-Auto,9330,Diesel,150,36.7,3.0
 X4,2019,48074,Semi-Auto,2294,Diesel,150,40.9,3.0
 4 Series,2019,40274,Semi-Auto,8215,Diesel,150,50.4,3.0
 4 Series,2019,39637,Semi-Auto,4984,Diesel,150,49.6,3.0
 4 Series,2019,30537,Semi-Auto,7041,Diesel,150,60.1,2.0
 X3,2019,45474,Semi-Auto,5253,Diesel,150,54.3,2.0
 X2,2019,37414,Semi-Auto,5321,Diesel,150,50.4,2.0
 1 Series,2018,31187,Semi-Auto,4664,Petrol,150,39.8,3.0
 X4,2019,47437,Semi-Auto,8432,Diesel,150,42.8,2.0
 1 Series,2019,25974,Manual,15,Diesel,145,72.4,1.5
 1 Series,2019,27274,Manual,15,Diesel,145,68.9,2.0
 2 Series,2019,31837,Semi-Auto,9531,Diesel,150,64.2,2.0
 4 Series,2019,31837,Semi-Auto,4954,Diesel,150,65.7,2.0
 4 Series,2019,37674,Semi-Auto,3169,Diesel,150,53.3,3.0
 3 Series,2019,41587,Semi-Auto,6313,Petrol,150,41.5,2.0
 4 Series,2019,33267,Semi-Auto,8268,Diesel,150,60.1,2.0
 X1,2019,33787,Semi-Auto,7164,Diesel,150,60.1,2.0
 X1,2019,34424,Semi-Auto,9385,Petrol,145,48.7,2.0
 X1,2019,34437,Semi-Auto,8785,Diesel,145,50.4,2.0
 X5,2019,63687,Semi-Auto,6046,Petrol,145,27.2,3.0
 M4,2019,53937,Automatic,123,Petrol,145,34.0,3.0
 2 Series,2019,29874,Automatic,15,Petrol,145,53.3,1.5
 4 Series,2019,32474,Semi-Auto,1652,Diesel,145,65.7,2.0
 M4,2015,38987,Semi-Auto,26637,Petrol,300,34.0,3.0
 5 Series,2019,42874,Automatic,9509,Diesel,145,53.3,3.0
 3 Series,2019,49257,Semi-Auto,4713,Petrol,145,34.9,3.0
 X2,2020,35074,Semi-Auto,2501,Petrol,150,38.7,2.0
 X3,2019,45474,Semi-Auto,5014,Diesel,150,54.3,2.0
 1 Series,2019,31824,Semi-Auto,8026,Diesel,145,53.3,2.0
 5 Series,2016,20787,Semi-Auto,31200,Diesel,20,68.9,2.0
 X1,2019,36387,Semi-Auto,4292,Petrol,145,48.7,2.0
 5 Series,2015,20787,Semi-Auto,29952,Diesel,30,62.8,2.0
 X3,2019,44174,Semi-Auto,5427,Diesel,145,54.3,2.0
 X2,2020,33774,Semi-Auto,23,Diesel,145,61.4,2.0
 Z4,2020,38337,Semi-Auto,13,Petrol,145,38.7,2.0
 1 Series,2014,16237,Semi-Auto,9024,Petrol,125,50.4,1.6
 X1,2016,26637,Automatic,30715,Diesel,125,57.6,2.0
 X5,2019,59774,Semi-Auto,9617,Diesel,145,37.7,3.0
 5 Series,2018,30277,Semi-Auto,26715,Diesel,150,68.9,2.0
 1 Series,2017,28574,Semi-Auto,24965,Petrol,150,39.8,3.0
 4 Series,2019,30524,Semi-Auto,18980,Diesel,150,58.9,2.0
 3 Series,2017,31187,Semi-Auto,40010,Diesel,150,49.6,3.0
 X3,2019,53274,Semi-Auto,3082,Diesel,150,36.7,3.0
 1 Series,2019,38337,Semi-Auto,3069,Petrol,150,34.5,2.0
 1 Series,2016,21437,Semi-Auto,27402,Petrol,150,47.9,2.0
 3 Series,2019,50024,Automatic,4816,Diesel,145,43.5,3.0
 8 Series,2019,76687,Automatic,3948,Petrol,145,33.2,3.0
 X2,2019,35074,Semi-Auto,4484,Petrol,145,39.2,2.0
 X2,2019,37687,Semi-Auto,2714,Petrol,145,39.2,2.0
 3 Series,2019,41574,Automatic,123,Petrol,145,41.5,2.0
 2 Series,2019,39624,Automatic,123,Petrol,145,38.2,3.0
 4 Series,2016,30524,Automatic,27214,Petrol,200,41.5,3.0
 1 Series,2019,24622,Semi-Auto,7632,Diesel,145,68.9,1.5
 4 Series,2019,30537,Semi-Auto,6567,Petrol,145,48.7,2.0
 3 Series,2019,33124,Semi-Auto,9309,Diesel,145,57.7,2.0
 3 Series,2017,20137,Manual,22723,Petrol,150,48.7,2.0
 1 Series,2019,24674,Manual,8328,Diesel,145,65.7,2.0
 1 Series,2019,35724,Semi-Auto,1178,Diesel,145,51.4,2.0
 3 Series,2019,33670,Semi-Auto,8010,Petrol,145,45.6,2.0
 X1,2019,36114,Semi-Auto,5490,Petrol,145,38.7,2.0
 2 Series,2019,29887,Automatic,8452,Diesel,145,61.4,2.0
 2 Series,2019,26637,Semi-Auto,8171,Diesel,145,51.4,2.0
 2 Series,2019,26897,Semi-Auto,8841,Diesel,145,51.4,2.0
 2 Series,2019,26637,Semi-Auto,3578,Diesel,145,51.4,2.0
 3 Series,2019,32487,Semi-Auto,4990,Diesel,145,62.8,2.0
 2 Series,2019,25714,Semi-Auto,12320,Petrol,145,40.9,1.5
 2 Series,2019,25987,Semi-Auto,7891,Diesel,145,65.7,2.0
 2 Series,2019,30537,Automatic,7561,Petrol,145,47.9,2.0
 X1,2019,38974,Automatic,11919,Diesel,145,60.1,2.0
 1 Series,2019,24024,Manual,10302,Diesel,145,70.6,1.5
 1 Series,2019,27274,Manual,6215,Petrol,145,44.1,1.5
 2 Series,2020,27274,Semi-Auto,11,Petrol,145,50.4,1.5
 1 Series,2019,25974,Semi-Auto,12166,Diesel,145,67.3,2.0
 3 Series,2017,24037,Semi-Auto,32500,Diesel,150,64.2,2.0
 3 Series,2016,24037,Semi-Auto,15634,Diesel,125,57.6,2.0
 2 Series,2018,24024,Manual,3580,Petrol,145,52.3,1.5
 5 Series,2019,40274,Semi-Auto,4003,Diesel,145,55.4,2.0
 4 Series,2016,24687,Automatic,17944,Diesel,30,65.7,2.0
 4 Series,2018,24687,Automatic,28970,Petrol,145,45.6,2.0
 5 Series,2017,29897,Automatic,14459,Diesel,145,65.7,2.0
 1 Series,2019,20774,Manual,4968,Petrol,145,53.3,1.5
 3 Series,2019,35074,Semi-Auto,6506,Diesel,145,52.3,2.0
 X5,2019,94887,Semi-Auto,4799,Hybrid,140,188.3,3.0
 X5,2014,35087,Automatic,37563,Diesel,205,47.1,3.0
 6 Series,2015,26637,Semi-Auto,46659,Diesel,160,49.6,3.0
 5 Series,2017,31811,Semi-Auto,15335,Diesel,145,65.7,2.0
 X3,2019,39247,Semi-Auto,20792,Petrol,145,30.4,2.0
 2 Series,2016,26911,Semi-Auto,27749,Petrol,200,39.8,3.0
 3 Series,2018,25997,Semi-Auto,59348,Diesel,150,57.6,2.0
 1 Series,2017,27297,Semi-Auto,15010,Petrol,145,39.8,3.0
 1 Series,2017,25798,Semi-Auto,20000,Petrol,205,39.8,3.0
 X1,2016,25349,Automatic,12389,Diesel,125,57.6,2.0
 X2,2019,41340,Semi-Auto,2188,Petrol,150,34.9,2.0
 X1,2017,30784,Semi-Auto,6147,Diesel,145,60.1,2.0
 5 Series,2019,34840,Semi-Auto,3979,Diesel,145,65.7,2.0
 X1,2019,33787,Semi-Auto,4357,Diesel,145,60.1,2.0
 8 Series,2019,76622,Semi-Auto,1135,Diesel,145,40.4,3.0
 1 Series,2016,15580,Manual,22054,Diesel,20,72.4,1.5
 X5,2016,36120,Automatic,49092,Diesel,200,47.1,3.0
 5 Series,2016,26507,Semi-Auto,11454,Diesel,160,51.4,3.0
 4 Series,2018,27840,Semi-Auto,14299,Petrol,145,48.7,2.0
 1 Series,2016,18551,Manual,40358,Diesel,30,65.7,2.0
 X3,2019,40547,Semi-Auto,14594,Petrol,145,30.4,2.0
 X1,2019,34697,Semi-Auto,8140,Petrol,145,35.3,2.0
 3 Series,2019,49374,Semi-Auto,2459,Petrol,145,34.9,3.0
 3 Series,2019,34424,Manual,2236,Diesel,145,54.3,2.0
 2 Series,2019,27274,Semi-Auto,6235,Petrol,145,50.4,1.5
 7 Series,2019,68510,Semi-Auto,706,Diesel,145,44.1,3.0
 1 Series,2019,31837,Manual,7645,Petrol,145,41.5,1.5
 1 Series,2019,28587,Manual,7734,Petrol,145,41.5,1.5
 2 Series,2019,23387,Semi-Auto,9401,Diesel,145,56.5,1.5
 X2,2019,32227,Semi-Auto,10058,Diesel,145,52.3,2.0
 2 Series,2020,45468,Semi-Auto,5,Diesel,145,48.7,2.0
 3 Series,2019,35724,Semi-Auto,3910,Petrol,145,42.2,2.0
 3 Series,2019,33670,Semi-Auto,6930,Petrol,145,42.2,2.0
 4 Series,2019,28561,Automatic,9846,Diesel,145,65.7,2.0
 3 Series,2019,37024,Automatic,6178,Petrol,145,41.5,2.0
 1 Series,2019,25337,Manual,7990,Diesel,145,65.7,2.0
 3 Series,2017,24674,Semi-Auto,26284,Diesel,145,62.8,2.0
 X2,2019,31174,Automatic,6351,Diesel,145,61.4,2.0
 3 Series,2019,34444,Semi-Auto,10922,Petrol,145,41.5,2.0
 1 Series,2015,17472,Semi-Auto,66471,Petrol,145,47.9,1.6
 2 Series,2017,25974,Automatic,25154,Petrol,200,39.8,3.0
 3 Series,2019,34424,Semi-Auto,5983,Petrol,145,47.9,2.0
 X4,2019,54574,Automatic,5769,Diesel,145,37.2,3.0
 3 Series,2019,27586,Semi-Auto,19494,Petrol,145,48.7,2.0
 X6,2019,80464,Semi-Auto,1629,Diesel,145,34.9,3.0
 X2,2020,52254,Semi-Auto,103,Petrol,145,34.0,2.0
 3 Series,2020,58500,Semi-Auto,2500,Petrol,145,33.6,3.0
 X5,2019,79408,Semi-Auto,2151,Diesel,145,33.6,3.0
 X7,2019,84500,Semi-Auto,3670,Diesel,145,33.6,3.0
 5 Series,2019,36400,Semi-Auto,3102,Petrol,145,50.4,2.0
 M4,2016,40287,Semi-Auto,27523,Petrol,300,34.0,3.0
 X1,2017,29003,Semi-Auto,17905,Diesel,145,57.6,2.0
 2 Series,2017,21437,Semi-Auto,7910,Petrol,145,53.3,1.5
 3 Series,2019,34424,Semi-Auto,4117,Petrol,145,47.9,2.0
 1 Series,2019,25974,Manual,2568,Petrol,145,52.3,1.5
 X1,2019,33657,Semi-Auto,5385,Petrol,145,35.3,2.0
 X2,2019,36374,Semi-Auto,2055,Petrol,145,39.2,2.0
 2 Series,2016,25714,Semi-Auto,14041,Petrol,160,45.6,2.0
 X2,2019,27924,Automatic,7141,Petrol,145,40.4,2.0
 3 Series,2019,49374,Semi-Auto,4873,Petrol,145,34.9,3.0
 1 Series,2016,18070,Manual,21291,Diesel,30,65.7,2.0
 1 Series,2017,20794,Semi-Auto,19000,Diesel,20,68.9,1.5
 X3,2016,28015,Semi-Auto,42255,Diesel,200,47.9,3.0
 4 Series,2017,25996,Semi-Auto,15333,Petrol,160,45.6,2.0
 1 Series,2017,29237,Semi-Auto,15985,Petrol,145,39.8,3.0
 4 Series,2019,29887,Semi-Auto,9420,Petrol,145,48.7,2.0
 5 Series,2017,30537,Semi-Auto,24927,Diesel,145,53.3,3.0
 X3,2016,26904,Semi-Auto,44414,Diesel,145,54.3,2.0
 4 Series,2016,31837,Semi-Auto,8814,Diesel,160,50.4,3.0
 1 Series,2014,14294,Semi-Auto,75500,Petrol,160,44.8,2.0
 2 Series,2016,18194,Manual,37648,Diesel,30,64.2,2.0
 3 Series,2016,16894,Manual,41500,Petrol,145,48.7,2.0
 4 Series,2016,20144,Manual,36800,Petrol,160,46.3,2.0
 1 Series,2016,12864,Manual,61800,Diesel,20,72.4,1.5
 3 Series,2016,15067,Automatic,86500,Diesel,20,70.6,2.0
 1 Series,2013,8314,Manual,93000,Diesel,0,74.3,1.6
 2 Series,2019,27268,Semi-Auto,5466,Petrol,145,39.2,1.5
 1 Series,2017,19887,Manual,23205,Diesel,30,65.7,2.0
 3 Series,2016,20797,Semi-Auto,46649,Hybrid,0,134.5,2.0
 2 Series,2016,13221,Manual,32015,Diesel,20,74.3,1.5
 M4,2017,45357,Semi-Auto,32329,Petrol,145,34.0,3.0
 2 Series,2016,18486,Semi-Auto,3866,Diesel,20,72.4,1.5
 1 Series,2015,17538,Semi-Auto,38436,Diesel,125,60.1,2.0
 3 Series,2015,13637,Manual,77963,Diesel,30,65.7,2.0
 3 Series,2014,16485,Semi-Auto,54931,Diesel,125,60.1,2.0
 1 Series,2013,13508,Manual,31144,Petrol,150,50.4,1.6
 5 Series,2017,30544,Semi-Auto,8213,Diesel,150,62.8,2.0
 1 Series,2016,22087,Manual,24618,Petrol,300,35.3,3.0
 X3,2016,27105,Automatic,44950,Diesel,200,47.1,3.0
 1 Series,2015,22452,Semi-Auto,37873,Petrol,235,37.7,3.0
 3 Series,2013,14664,Semi-Auto,29496,Petrol,200,43.5,2.0
 1 Series,2014,11748,Manual,40175,Diesel,30,65.7,2.0
 X1,2013,12311,Manual,40812,Diesel,160,51.4,2.0
 2 Series,2019,31785,Manual,1391,Diesel,145,60.1,2.0
 4 Series,2019,37674,Automatic,5685,Diesel,145,52.3,3.0
 X3,2016,26637,Semi-Auto,34306,Diesel,145,54.3,2.0
 5 Series,2018,32494,Semi-Auto,5823,Diesel,145,49.6,2.0
 2 Series,2016,19487,Manual,24488,Petrol,125,53.3,1.5
 2 Series,2017,30537,Semi-Auto,7918,Petrol,145,39.8,3.0
 1 Series,2017,17757,Manual,30641,Diesel,20,70.6,1.5
 4 Series,2016,22744,Automatic,20685,Diesel,30,65.7,2.0
 4 Series,2016,21568,Semi-Auto,46500,Diesel,160,52.3,3.0
 2 Series,2015,11298,Manual,70067,Diesel,20,68.9,2.0
 6 Series,2013,21632,Semi-Auto,54483,Diesel,160,51.4,3.0
 5 Series,2016,19799,Automatic,59058,Diesel,160,51.4,3.0
 X1,2016,19548,Manual,29890,Diesel,125,60.1,2.0
 3 Series,2018,23725,Semi-Auto,26173,Diesel,145,60.1,2.0
 3 Series,2016,16770,Automatic,42666,Diesel,0,74.3,2.0
 2 Series,2020,32474,Manual,25,Petrol,145,52.3,1.5
 2 Series,2020,31577,Manual,103,Petrol,145,52.3,1.5
 3 Series,2019,38935,Semi-Auto,104,Diesel,145,52.3,2.0
 2 Series,2019,28574,Automatic,3935,Diesel,145,68.9,2.0
 2 Series,2019,29887,Automatic,2766,Petrol,145,50.4,2.0
 X1,2019,31168,Manual,6907,Diesel,145,68.9,2.0
 X1,2019,35724,Automatic,5241,Diesel,145,50.4,2.0
 2 Series,2019,28568,Manual,3513,Petrol,145,52.3,1.5
 3 Series,2015,11306,Manual,73785,Diesel,30,61.4,2.0
 3 Series,2015,18194,Semi-Auto,37798,Diesel,30,64.2,2.0
 1 Series,2016,24375,Semi-Auto,21105,Petrol,235,37.7,3.0
 1 Series,2018,21704,Manual,7948,Diesel,145,65.7,2.0
 X3,2016,26117,Semi-Auto,45734,Diesel,145,54.3,2.0
 3 Series,2016,18187,Manual,37550,Diesel,30,62.8,2.0
 1 Series,2016,18837,Manual,25863,Petrol,125,52.3,1.5
 1 Series,2017,20787,Manual,30800,Diesel,145,62.8,2.0
 X5,2015,34964,Automatic,35228,Diesel,160,50.4,2.0
 4 Series,2019,30668,Semi-Auto,6100,Petrol,145,45.6,2.0
 3 Series,2016,22608,Semi-Auto,54584,Diesel,160,51.4,3.0
 3 Series,2019,31064,Semi-Auto,38231,Diesel,145,52.3,2.0
 3 Series,2019,32364,Semi-Auto,21656,Diesel,145,52.3,2.0
 4 Series,2018,28464,Semi-Auto,34384,Diesel,145,55.4,3.0
 2 Series,2017,23264,Semi-Auto,15500,Petrol,150,48.7,2.0
 i3,2015,18570,Automatic,65800,Hybrid,0,470.8,0.0
 3 Series,2015,24674,Semi-Auto,26762,Diesel,165,51.4,3.0
 3 Series,2020,34424,Semi-Auto,13,Petrol,150,42.2,2.0
 3 Series,2018,24674,Semi-Auto,1600,Petrol,150,51.4,2.0
 2 Series,2018,32884,Semi-Auto,9500,Petrol,145,39.8,3.0
 2 Series,2020,27274,Semi-Auto,10,Petrol,145,50.4,1.5
 5 Series,2019,37687,Semi-Auto,5000,Petrol,145,48.7,2.0
 X5,2013,26182,Automatic,63583,Diesel,200,45.6,3.0
 X1,2018,29116,Semi-Auto,2570,Petrol,145,37.7,2.0
 X1,2016,22439,Manual,29863,Diesel,125,58.9,2.0
 2 Series,2015,160493,Semi-Auto,33419,Diesel,20,68.9,2.0
 3 Series,2019,34999,Semi-Auto,3853,Petrol,145,41.5,2.0
 3 Series,2016,19189,Automatic,14209,Diesel,0,74.3,2.0
 5 Series,2016,18974,Semi-Auto,41695,Diesel,30,62.8,2.0
